player,nba_id,season,team,age,GP,GS,MIN,PPG,RPG,APG,SPG,BPG,TOV,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,TS_pct
Bob Pettit,77847,1956-57,STL,24.0,71,,35.1,24.7,14.6,1.9,,,,8.6,20.8,0.415,,,,7.5,9.6,0.773,0.4935
Bob Pettit,77847,1957-58,STL,25.0,70,,36.1,24.6,17.4,2.2,,,,8.3,20.3,0.41,,,,8.0,10.6,0.749,0.4927
Bob Pettit,77847,1958-59,STL,26.0,72,,39.9,29.2,16.4,3.1,,,,10.0,22.8,0.438,,,,9.3,12.2,0.759,0.5183
Bob Pettit,77847,1959-60,STL,27.0,72,,40.2,26.1,17.0,3.6,,,,9.3,21.2,0.438,,,,7.6,10.0,0.753,0.5098
Bob Pettit,77847,1960-61,STL,28.0,76,,39.8,27.9,20.3,3.4,,,,10.1,22.6,0.447,,,,7.7,10.6,0.724,0.5117
Bob Pettit,77847,1961-62,STL,29.0,78,,42.1,31.1,18.7,3.7,,,,11.1,24.7,0.45,,,,8.9,11.6,0.771,0.5217
Bob Pettit,77847,1962-63,STL,30.0,79,,39.1,28.4,15.1,3.1,,,,9.8,22.1,0.446,,,,8.7,11.2,0.774,0.5254
Bob Pettit,77847,1963-64,STL,31.0,80,,41.2,27.4,15.3,3.2,,,,9.9,21.4,0.463,,,,7.6,9.6,0.789,0.5347
Bob Pettit,77847,1964-65,STL,32.0,50,,35.1,22.5,12.4,2.6,,,,7.9,18.5,0.429,,,,6.6,8.1,0.82,0.5099
Paul Pierce,1718,1998-99,BOS,21.0,48,47.0,34.0,16.5,6.4,2.4,1.7,1.0,2.4,5.9,13.5,0.439,1.8,4.3,0.412,2.9,4.1,0.713,0.5391
Paul Pierce,1718,1999-00,BOS,22.0,73,72.0,35.4,19.5,5.4,3.0,2.1,0.8,2.4,6.7,15.1,0.442,1.3,3.8,0.343,4.9,6.2,0.798,0.5469
Paul Pierce,1718,2000-01,BOS,23.0,82,82.0,38.0,25.3,6.4,3.1,1.7,0.8,3.2,8.4,18.5,0.454,1.8,4.7,0.383,6.7,9.0,0.745,0.5632
Paul Pierce,1718,2001-02,BOS,24.0,82,82.0,40.2,26.1,6.9,3.2,1.9,1.0,2.9,8.6,19.5,0.442,2.6,6.3,0.404,6.3,7.8,0.809,0.5691
Paul Pierce,1718,2002-03,BOS,25.0,79,79.0,39.2,25.9,7.3,4.4,1.8,0.8,3.6,8.4,20.2,0.416,1.5,4.9,0.302,7.6,9.5,0.802,0.5312
Paul Pierce,1718,2003-04,BOS,26.0,80,80.0,38.8,23.0,6.5,5.1,1.6,0.7,3.8,7.5,18.7,0.402,1.4,4.8,0.299,6.5,7.9,0.819,0.5186
Paul Pierce,1718,2004-05,BOS,27.0,82,82.0,36.1,21.6,6.6,4.2,1.6,0.5,2.8,6.8,14.9,0.455,1.3,3.6,0.37,6.7,8.1,0.822,0.5849
Paul Pierce,1718,2005-06,BOS,28.0,79,79.0,39.0,26.8,6.7,4.7,1.4,0.4,3.5,8.7,18.5,0.471,1.4,4.0,0.354,7.9,10.3,0.772,0.5818
Paul Pierce,1718,2006-07,BOS,29.0,47,46.0,37.0,25.0,5.9,4.1,1.0,0.3,3.2,7.9,18.1,0.439,2.3,5.9,0.389,6.8,8.6,0.796,0.5712
Paul Pierce,1718,2007-08,BOS,30.0,80,80.0,35.9,19.6,5.1,4.5,1.3,0.5,2.8,6.4,13.7,0.464,1.8,4.6,0.392,5.1,6.1,0.843,0.5981
Paul Pierce,1718,2008-09,BOS,31.0,81,81.0,37.5,20.5,5.6,3.6,1.0,0.3,2.8,6.7,14.6,0.457,1.5,3.8,0.391,5.7,6.8,0.83,0.5827
Paul Pierce,1718,2009-10,BOS,32.0,71,71.0,34.0,18.3,4.4,3.1,1.2,0.4,2.3,5.8,12.2,0.472,1.5,3.7,0.414,5.2,6.1,0.852,0.6148
Paul Pierce,1718,2010-11,BOS,33.0,80,80.0,34.7,18.9,5.4,3.3,1.0,0.6,2.1,6.3,12.8,0.497,1.4,3.7,0.374,4.8,5.6,0.86,0.6191
Paul Pierce,1718,2011-12,BOS,34.0,61,61.0,34.0,19.4,5.2,4.5,1.1,0.4,2.8,6.5,14.6,0.443,1.6,4.5,0.366,4.8,5.6,0.852,0.5684
Paul Pierce,1718,2012-13,BOS,35.0,77,77.0,33.4,18.6,6.3,4.8,1.1,0.4,2.8,6.2,14.2,0.436,1.9,5.0,0.38,4.3,5.5,0.787,0.5596
Paul Pierce,1718,2013-14,BKN,36.0,75,68.0,28.0,13.5,4.6,2.4,1.1,0.4,2.0,4.3,9.5,0.451,1.5,4.0,0.373,3.4,4.1,0.826,0.5971
Paul Pierce,1718,2014-15,WAS,37.0,73,73.0,26.2,11.9,4.0,2.0,0.6,0.3,1.3,4.0,9.0,0.447,1.6,4.2,0.389,2.2,2.9,0.781,0.579
Paul Pierce,1718,2015-16,LAC,38.0,68,38.0,18.1,6.1,2.7,1.0,0.5,0.3,0.9,2.1,5.8,0.363,1.1,3.6,0.31,0.8,1.0,0.818,0.4888
Paul Pierce,1718,2016-17,LAC,39.0,25,7.0,11.1,3.2,1.9,0.4,0.2,0.2,0.6,1.1,2.8,0.4,0.6,1.7,0.349,0.4,0.5,0.769,0.5298
Scottie Pippen,937,1987-88,CHI,22.0,79,0.0,20.9,7.9,3.8,2.1,1.2,0.7,1.7,3.3,7.1,0.463,0.1,0.3,0.174,1.3,2.2,0.576,0.4896
Scottie Pippen,937,1988-89,CHI,23.0,73,56.0,33.1,14.4,6.1,3.5,1.9,0.8,2.7,5.7,11.9,0.476,0.3,1.1,0.273,2.8,4.1,0.668,0.5254
Scottie Pippen,937,1989-90,CHI,24.0,82,82.0,38.4,16.5,6.7,5.4,2.6,1.2,3.4,6.9,14.0,0.489,0.3,1.4,0.25,2.4,3.6,0.675,0.5294
Scottie Pippen,937,1990-91,CHI,25.0,82,82.0,36.8,17.8,7.3,6.2,2.4,1.1,2.8,7.3,14.1,0.52,0.3,0.8,0.309,2.9,4.1,0.706,0.5596
Scottie Pippen,937,1991-92,CHI,26.0,82,82.0,38.6,21.0,7.7,7.0,1.9,1.1,3.1,8.4,16.6,0.506,0.2,1.0,0.2,4.0,5.3,0.76,0.5546
Scottie Pippen,937,1992-93,CHI,27.0,81,81.0,38.6,18.6,7.7,6.3,2.1,0.9,3.0,7.8,16.4,0.473,0.3,1.1,0.237,2.9,4.3,0.663,0.5084
Scottie Pippen,937,1993-94,CHI,28.0,72,72.0,38.3,22.0,8.7,5.6,2.9,0.8,3.2,8.7,17.8,0.491,0.9,2.7,0.32,3.8,5.7,0.66,0.5417
Scottie Pippen,937,1994-95,CHI,29.0,79,79.0,38.2,21.4,8.1,5.2,2.9,1.1,3.4,8.0,16.7,0.48,1.4,4.0,0.345,4.0,5.6,0.716,0.5583
Scottie Pippen,937,1995-96,CHI,30.0,77,77.0,36.7,19.4,6.4,5.9,1.7,0.7,2.7,7.3,15.8,0.463,1.9,5.2,0.374,2.9,4.2,0.679,0.5496
Scottie Pippen,937,1996-97,CHI,31.0,82,82.0,37.7,20.2,6.5,5.7,1.9,0.5,2.6,7.9,16.7,0.474,1.9,5.2,0.368,2.5,3.5,0.701,0.5537
Scottie Pippen,937,1997-98,CHI,32.0,44,44.0,37.5,19.1,5.2,5.8,1.8,1.0,2.5,7.2,16.0,0.447,1.4,4.4,0.318,3.4,4.4,0.777,0.5324
Scottie Pippen,937,1998-99,HOU,33.0,50,50.0,40.2,14.5,6.5,5.9,2.0,0.7,3.2,5.2,12.1,0.432,1.4,4.2,0.34,2.6,3.7,0.721,0.5281
Scottie Pippen,937,1999-00,POR,34.0,82,82.0,33.5,12.5,6.3,5.0,1.4,0.5,2.5,4.7,10.5,0.451,1.0,3.2,0.327,2.0,2.7,0.717,0.5347
Scottie Pippen,937,2000-01,POR,35.0,64,60.0,33.3,11.3,5.2,4.6,1.5,0.5,2.4,4.2,9.3,0.451,1.0,2.9,0.344,1.9,2.5,0.739,0.5433
Scottie Pippen,937,2001-02,POR,36.0,62,60.0,32.2,10.6,5.2,5.9,1.6,0.6,2.8,4.0,9.7,0.411,0.9,2.9,0.305,1.8,2.4,0.774,0.4927
Scottie Pippen,937,2002-03,POR,37.0,64,58.0,29.9,10.8,4.3,4.5,1.6,0.4,2.6,4.1,9.3,0.444,0.6,2.1,0.286,1.9,2.3,0.818,0.5237
Scottie Pippen,937,2003-04,CHI,38.0,23,6.0,17.9,5.9,3.0,2.2,0.9,0.4,1.3,2.3,6.1,0.379,0.6,2.1,0.271,0.7,1.2,0.63,0.4451
Willis Reed,77929,1964-65,NYK,23.0,80,,38.0,19.5,14.7,1.7,,,,7.9,18.2,0.432,,,,3.8,5.1,0.742,0.4769
Willis Reed,77929,1965-66,NYK,24.0,76,,33.4,15.5,11.6,1.2,,,,5.8,13.3,0.434,,,,4.0,5.3,0.757,0.4958
Willis Reed,77929,1966-67,NYK,25.0,78,,36.2,20.9,14.6,1.6,,,,8.1,16.6,0.489,,,,4.6,6.2,0.735,0.5407
Willis Reed,77929,1967-68,NYK,26.0,81,,35.5,20.8,13.2,2.0,,,,8.1,16.6,0.49,,,,4.5,6.3,0.721,0.5369
Willis Reed,77929,1968-69,NYK,27.0,82,,37.9,21.1,14.5,2.3,,,,8.6,16.5,0.521,,,,4.0,5.3,0.747,0.5602
Willis Reed,77929,1969-70,NYK,28.0,81,,38.1,21.7,13.9,2.0,,,,8.7,17.1,0.507,,,,4.3,5.7,0.756,0.5533
Willis Reed,77929,1970-71,NYK,29.0,73,,39.1,20.9,13.7,2.0,,,,8.4,18.2,0.462,,,,4.1,5.2,0.785,0.5101
Willis Reed,77929,1971-72,NYK,30.0,11,,33.0,13.4,8.7,2.0,,,,5.5,12.5,0.438,,,,2.5,3.5,0.692,0.4772
Willis Reed,77929,1972-73,NYK,31.0,69,,27.2,11.0,8.6,1.8,,,,4.8,10.2,0.474,,,,1.3,1.8,0.742,0.5004
Willis Reed,77929,1973-74,NYK,32.0,19,,26.3,11.1,7.4,1.6,0.6,1.1,,4.4,9.7,0.457,,,,2.2,2.8,0.792,0.5077
Oscar Robertson,600015,1960-61,CIN,22.0,71,,42.7,30.5,10.1,9.7,,,,10.6,22.5,0.473,,,,9.2,11.2,0.822,0.556
Oscar Robertson,600015,1961-62,CIN,23.0,79,,44.3,30.8,12.5,11.4,,,,11.0,22.9,0.478,,,,8.9,11.0,0.803,0.5552
Oscar Robertson,600015,1962-63,CIN,24.0,80,,44.0,28.3,10.4,9.5,,,,10.3,19.9,0.518,,,,7.7,9.5,0.81,0.5876
Oscar Robertson,600015,1963-64,CIN,25.0,79,,45.1,31.4,9.9,11.0,,,,10.6,22.0,0.483,,,,10.1,11.9,0.853,0.5764
Oscar Robertson,600015,1964-65,CIN,26.0,75,,45.6,30.4,9.0,11.5,,,,10.8,22.4,0.48,,,,8.9,10.6,0.839,0.5616
Oscar Robertson,600015,1965-66,CIN,27.0,76,,46.0,31.3,7.7,11.1,,,,10.8,22.7,0.475,,,,9.8,11.6,0.842,0.5629
Oscar Robertson,600015,1966-67,CIN,28.0,79,,43.9,30.5,6.2,10.7,,,,10.6,21.5,0.493,,,,9.3,10.7,0.873,0.5819
Oscar Robertson,600015,1967-68,CIN,29.0,65,,42.5,29.2,6.0,9.7,,,,10.2,20.3,0.5,,,,8.9,10.2,0.873,0.589
Oscar Robertson,600015,1968-69,CIN,30.0,79,,43.8,24.7,6.4,9.8,,,,8.3,17.1,0.486,,,,8.1,9.7,0.838,0.578
Oscar Robertson,600015,1969-70,CIN,31.0,69,,41.5,25.3,6.1,8.1,,,,9.4,18.4,0.511,,,,6.6,8.1,0.809,0.5759
Oscar Robertson,600015,1970-71,MIL,32.0,81,,39.4,19.4,5.7,8.2,,,,7.3,14.7,0.496,,,,4.8,5.6,0.85,0.5651
Oscar Robertson,600015,1971-72,MIL,33.0,64,,37.3,17.4,5.0,7.7,,,,6.5,13.9,0.472,,,,4.3,5.2,0.836,0.5374
Oscar Robertson,600015,1972-73,MIL,34.0,73,,37.5,15.5,4.9,7.5,,,,6.1,13.5,0.454,,,,3.3,3.8,0.847,0.5108
Oscar Robertson,600015,1973-74,MIL,35.0,70,,35.4,12.7,4.0,6.4,1.1,0.1,,4.8,11.0,0.438,,,,3.0,3.6,0.835,0.5046
David Robinson,764,1989-90,SAN,24.0,82,81.0,36.6,24.3,12.0,2.0,1.7,3.9,3.1,8.4,15.9,0.531,0.0,0.0,0.0,7.5,10.2,0.732,0.5959
David Robinson,764,1990-91,SAN,25.0,82,81.0,37.7,25.6,13.0,2.5,1.5,3.9,3.3,9.2,16.7,0.552,0.0,0.1,0.143,7.2,9.5,0.762,0.613
David Robinson,764,1991-92,SAN,26.0,68,68.0,37.7,23.2,12.2,2.7,2.3,4.5,2.7,8.7,15.8,0.551,0.0,0.1,0.125,5.8,8.3,0.701,0.5963
David Robinson,764,1992-93,SAN,27.0,82,82.0,39.2,23.4,11.7,3.7,1.5,3.2,2.9,8.2,16.4,0.501,0.0,0.2,0.176,6.8,9.3,0.732,0.571
David Robinson,764,1993-94,SAN,28.0,80,80.0,40.5,29.8,10.7,4.8,1.7,3.3,3.2,10.5,20.7,0.507,0.1,0.4,0.345,8.7,11.6,0.749,0.5774
David Robinson,764,1994-95,SAN,29.0,81,81.0,38.0,27.6,10.8,2.9,1.7,3.2,2.9,9.7,18.4,0.53,0.1,0.2,0.3,8.1,10.5,0.774,0.5995
David Robinson,764,1995-96,SAN,30.0,82,82.0,36.8,25.0,12.2,3.0,1.4,3.3,2.3,8.7,16.8,0.516,0.0,0.1,0.333,7.6,10.0,0.761,0.5896
David Robinson,764,1996-97,SAS,31.0,6,6.0,24.5,17.7,8.5,1.3,1.0,1.0,1.3,6.0,12.0,0.5,0.0,0.0,0.0,5.7,8.7,0.654,0.5591
David Robinson,764,1997-98,SAS,32.0,73,73.0,33.7,21.6,10.6,2.7,0.9,2.6,2.8,7.5,14.6,0.511,0.0,0.1,0.25,6.6,9.0,0.735,0.5819
David Robinson,764,1998-99,SAS,33.0,49,49.0,31.7,15.8,10.0,2.1,1.4,2.4,2.2,5.5,10.8,0.509,0.0,0.0,0.0,4.9,7.4,0.658,0.562
David Robinson,764,1999-00,SAS,34.0,80,80.0,32.0,17.8,9.6,1.8,1.2,2.3,2.1,6.6,12.9,0.512,0.0,0.0,0.0,4.6,6.4,0.726,0.5663
David Robinson,764,2000-01,SAS,35.0,80,80.0,29.6,14.4,8.6,1.5,1.0,2.5,1.5,5.0,10.3,0.486,0.0,0.0,0.0,4.4,5.9,0.747,0.5583
David Robinson,764,2001-02,SAS,36.0,78,78.0,29.6,12.2,8.3,1.2,1.1,1.8,1.3,4.4,8.6,0.507,0.0,0.0,0.0,3.4,5.1,0.681,0.5625
David Robinson,764,2002-03,SAS,37.0,64,64.0,26.2,8.5,7.9,1.0,0.8,1.7,1.3,3.1,6.6,0.469,0.0,0.0,0.0,2.4,3.3,0.71,0.5278
Dennis Rodman,23,1986-87,DET,26.0,77,1.0,15.0,6.5,4.3,0.7,0.5,0.6,1.2,2.8,5.1,0.545,0.0,0.0,0.0,1.0,1.6,0.587,0.56
Dennis Rodman,23,1987-88,DET,27.0,82,32.0,26.2,11.6,8.7,1.3,0.9,0.5,1.9,4.9,8.6,0.561,0.1,0.2,0.294,1.9,3.5,0.535,0.572
Dennis Rodman,23,1988-89,DET,28.0,82,8.0,26.9,9.0,9.4,1.2,0.7,0.9,1.5,3.9,6.5,0.595,0.1,0.3,0.231,1.2,1.9,0.626,0.6134
Dennis Rodman,23,1989-90,DET,29.0,82,43.0,29.0,8.8,9.7,0.9,0.6,0.7,1.1,3.5,6.0,0.581,0.0,0.1,0.111,1.7,2.6,0.654,0.6159
Dennis Rodman,23,1990-91,DET,30.0,82,77.0,33.5,8.2,12.5,1.0,0.8,0.7,1.1,3.4,6.8,0.493,0.1,0.4,0.2,1.4,2.1,0.631,0.5308
Dennis Rodman,23,1991-92,DET,31.0,82,80.0,40.3,9.8,18.7,2.3,0.8,0.9,1.7,4.2,7.7,0.539,0.4,1.2,0.317,1.0,1.7,0.6,0.58
Dennis Rodman,23,1992-93,DET,32.0,62,55.0,38.9,7.5,18.3,1.6,0.8,0.7,1.7,3.0,6.9,0.427,0.2,1.2,0.205,1.4,2.6,0.534,0.4662
Dennis Rodman,23,1993-94,SAN,33.0,79,51.0,37.8,4.7,17.3,2.3,0.7,0.4,1.7,2.0,3.7,0.534,0.1,0.3,0.208,0.7,1.3,0.52,0.5501
Dennis Rodman,23,1994-95,SAN,34.0,49,26.0,32.0,7.1,16.8,2.0,0.6,0.5,2.0,2.8,4.9,0.571,0.0,0.0,0.0,1.5,2.3,0.676,0.6005
Dennis Rodman,23,1995-96,CHI,35.0,64,57.0,32.6,5.5,14.9,2.5,0.6,0.4,2.2,2.3,4.8,0.48,0.0,0.4,0.111,0.9,1.7,0.528,0.4957
Dennis Rodman,23,1996-97,CHI,36.0,55,54.0,35.5,5.7,16.1,3.1,0.6,0.3,2.0,2.3,5.2,0.448,0.1,0.3,0.263,0.9,1.6,0.568,0.4827
Dennis Rodman,23,1997-98,CHI,37.0,80,66.0,35.7,4.7,15.0,2.9,0.6,0.2,1.8,1.9,4.5,0.431,0.1,0.3,0.174,0.8,1.4,0.55,0.4593
Dennis Rodman,23,1998-99,LAL,38.0,23,11.0,28.6,2.1,11.2,1.3,0.4,0.5,1.3,0.7,2.0,0.348,0.0,0.1,0.0,0.7,1.7,0.436,0.3821
Dennis Rodman,23,1999-00,DAL,39.0,12,12.0,32.4,2.8,14.3,1.2,0.2,0.1,1.6,1.0,2.6,0.387,0.0,0.1,0.0,0.8,1.2,0.714,0.4476
Bill Russell,78049,1956-57,BOS,23.0,48,,35.3,14.7,19.6,1.8,,,,5.8,13.5,0.427,,,,3.2,6.4,0.492,0.4505
Bill Russell,78049,1957-58,BOS,24.0,69,,38.3,16.6,22.7,2.9,,,,6.6,15.0,0.442,,,,3.3,6.4,0.519,0.4659
Bill Russell,78049,1958-59,BOS,25.0,70,,42.6,16.7,23.0,3.2,,,,6.5,14.2,0.457,,,,3.7,6.1,0.598,0.4946
Bill Russell,78049,1959-60,BOS,26.0,74,,42.5,18.2,24.0,3.7,,,,7.5,16.1,0.467,,,,3.2,5.3,0.612,0.4937
Bill Russell,78049,1960-61,BOS,27.0,78,,44.3,16.9,23.9,3.4,,,,6.8,16.0,0.426,,,,3.3,6.0,0.55,0.4533
Bill Russell,78049,1961-62,BOS,28.0,76,,45.2,18.9,23.6,4.5,,,,7.6,16.6,0.457,,,,3.8,6.3,0.595,0.4878
Bill Russell,78049,1962-63,BOS,29.0,78,,44.9,16.8,23.6,4.5,,,,6.6,15.2,0.432,,,,3.7,6.6,0.555,0.464
Bill Russell,78049,1963-64,BOS,30.0,78,,44.6,15.0,24.7,4.7,,,,6.0,13.8,0.433,,,,3.0,5.5,0.55,0.4624
Bill Russell,78049,1964-65,BOS,31.0,78,,44.4,14.1,24.1,5.3,,,,5.5,12.6,0.438,,,,3.1,5.5,0.573,0.4694
Bill Russell,78049,1965-66,BOS,32.0,78,,43.4,12.9,22.8,4.8,,,,5.0,12.1,0.415,,,,2.9,5.2,0.551,0.4483
Bill Russell,78049,1966-67,BOS,33.0,81,,40.7,13.3,21.0,5.8,,,,4.9,10.7,0.454,,,,3.5,5.8,0.61,0.5018
Bill Russell,78049,1967-68,BOS,34.0,78,,37.9,12.5,18.6,4.6,,,,4.7,11.0,0.425,,,,3.2,5.9,0.537,0.4597
Bill Russell,78049,1968-69,BOS,35.0,77,,42.7,9.9,19.3,4.9,,,,3.6,8.4,0.433,,,,2.6,5.0,0.526,0.467
Dolph Schayes,78076,1949-50,SYR,22.0,64,,,16.8,,4.0,,,,5.4,14.1,0.385,,,,5.9,7.6,0.774,0.4815
Dolph Schayes,78076,1950-51,SYR,23.0,66,,,17.0,16.4,3.8,,,,5.0,14.1,0.357,,,,6.9,9.2,0.752,0.4684
Dolph Schayes,78076,1951-52,SYR,24.0,63,,31.8,13.8,12.3,2.9,,,,4.2,11.7,0.355,,,,5.4,6.7,0.807,0.4711
Dolph Schayes,78076,1952-53,SYR,25.0,71,,37.6,17.8,13.0,3.2,,,,5.3,14.1,0.374,,,,7.2,8.7,0.827,0.4964
Dolph Schayes,78076,1953-54,SYR,26.0,72,,36.9,17.1,12.1,3.0,,,,5.1,13.5,0.38,,,,6.8,8.2,0.827,0.4998
Dolph Schayes,78076,1954-55,SYR,27.0,72,,35.1,18.5,12.3,3.0,,,,5.9,15.3,0.383,,,,6.8,8.2,0.833,0.4892
Dolph Schayes,78076,1955-56,SYR,28.0,72,,35.0,20.4,12.4,2.8,,,,6.5,16.7,0.387,,,,7.5,8.8,0.858,0.4958
Dolph Schayes,78076,1956-57,SYR,29.0,72,,39.6,22.5,14.0,3.2,,,,6.9,18.2,0.379,,,,8.7,9.6,0.904,0.5017
Dolph Schayes,78076,1957-58,SYR,30.0,72,,40.5,24.9,14.2,3.1,,,,8.1,20.3,0.398,,,,8.7,9.7,0.904,0.5068
Dolph Schayes,78076,1958-59,SYR,31.0,72,,36.7,21.3,13.4,2.5,,,,7.0,18.1,0.387,,,,7.3,8.5,0.864,0.4876
Dolph Schayes,78076,1959-60,SYR,32.0,75,,36.5,22.5,12.8,3.4,,,,7.7,19.2,0.401,,,,7.1,8.0,0.893,0.4952
Dolph Schayes,78076,1960-61,SYR,33.0,79,,38.1,23.6,12.2,3.7,,,,7.5,20.2,0.372,,,,8.6,9.9,0.868,0.4805
Dolph Schayes,78076,1961-62,SYR,34.0,56,,26.4,14.7,7.8,2.1,,,,4.8,13.4,0.357,,,,5.1,5.7,0.897,0.462
Dolph Schayes,78076,1962-63,SYR,35.0,66,,21.8,9.5,5.7,2.7,,,,3.4,8.7,0.388,,,,2.7,3.1,0.879,0.472
Dolph Schayes,78076,1963-64,PHL,36.0,24,,14.6,5.6,4.6,2.0,,,,1.8,6.0,0.308,,,,1.9,2.4,0.807,0.3968
Bill Sharman,78126,1950-51,WAS,25.0,31,,,12.2,3.1,1.3,,,,4.5,11.6,0.391,,,,3.1,3.5,0.889,0.4642
Bill Sharman,78126,1951-52,BOS,26.0,63,,22.0,10.7,3.5,2.4,,,,3.9,10.0,0.389,,,,2.9,3.4,0.859,0.4654
Bill Sharman,78126,1952-53,BOS,27.0,71,,32.9,16.2,4.1,2.7,,,,5.7,13.0,0.436,,,,4.8,5.6,0.85,0.5238
Bill Sharman,78126,1953-54,BOS,28.0,72,,34.3,16.0,3.5,3.2,,,,5.7,12.7,0.45,,,,4.6,5.4,0.844,0.5306
Bill Sharman,78126,1954-55,BOS,29.0,68,,36.1,18.4,4.4,4.1,,,,6.7,15.6,0.427,,,,5.1,5.7,0.897,0.5081
Bill Sharman,78126,1955-56,BOS,30.0,72,,37.5,19.9,3.6,4.7,,,,7.5,17.1,0.438,,,,5.0,5.7,0.867,0.5074
Bill Sharman,78126,1956-57,BOS,31.0,67,,35.9,21.1,4.3,3.5,,,,7.7,18.5,0.416,,,,5.7,6.3,0.905,0.496
Bill Sharman,78126,1957-58,BOS,32.0,63,,35.1,22.3,4.7,2.7,,,,8.7,20.6,0.424,,,,4.8,5.4,0.893,0.4853
Bill Sharman,78126,1958-59,BOS,33.0,72,,33.1,20.4,4.1,2.5,,,,7.8,19.1,0.408,,,,4.8,5.1,0.932,0.4779
Bill Sharman,78126,1959-60,BOS,34.0,71,,27.0,19.3,3.7,2.0,,,,7.9,17.3,0.456,,,,3.5,4.1,0.866,0.5051
Bill Sharman,78126,1960-61,BOS,35.0,61,,25.2,16.0,3.7,2.4,,,,6.3,14.9,0.422,,,,3.4,3.7,0.921,0.484
John Stockton,304,1984-85,UTH,23.0,82,5.0,18.2,5.6,1.3,5.1,1.3,0.1,1.8,1.9,4.1,0.471,0.0,0.1,0.182,1.7,2.4,0.736,0.5431
John Stockton,304,1985-86,UTH,24.0,82,38.0,23.6,7.7,2.2,7.4,1.9,0.1,2.0,2.8,5.7,0.489,0.0,0.2,0.133,2.1,2.5,0.839,0.5662
John Stockton,304,1986-87,UTH,25.0,82,2.0,22.7,7.9,1.8,8.2,2.2,0.2,2.0,2.8,5.6,0.499,0.1,0.5,0.184,2.2,2.8,0.782,0.5782
John Stockton,304,1987-88,UTH,26.0,82,79.0,34.7,14.7,2.9,13.8,3.0,0.2,3.2,5.5,9.6,0.574,0.3,0.8,0.358,3.3,4.0,0.84,0.647
John Stockton,304,1988-89,UTH,27.0,82,82.0,38.7,17.1,3.0,13.6,3.2,0.2,3.8,6.1,11.3,0.538,0.2,0.8,0.242,4.8,5.5,0.863,0.6232
John Stockton,304,1989-90,UTH,28.0,78,78.0,37.4,17.2,2.6,14.5,2.7,0.2,3.5,6.1,11.8,0.514,0.6,1.4,0.416,4.5,5.5,0.819,0.6048
John Stockton,304,1990-91,UTH,29.0,82,82.0,37.8,17.2,2.9,14.2,2.9,0.2,3.6,6.0,11.9,0.507,0.7,2.0,0.345,4.4,5.3,0.836,0.6043
John Stockton,304,1991-92,UTH,30.0,82,82.0,36.6,15.8,3.3,13.7,3.0,0.3,3.5,5.5,11.5,0.482,1.0,2.5,0.407,3.8,4.5,0.842,0.5861
John Stockton,304,1992-93,UTH,31.0,82,82.0,34.9,15.1,2.9,12.0,2.4,0.3,3.2,5.3,11.0,0.486,0.9,2.3,0.385,3.6,4.5,0.798,0.5817
John Stockton,304,1993-94,UTH,32.0,82,82.0,36.2,15.1,3.1,12.6,2.4,0.3,3.2,5.6,10.6,0.528,0.6,1.8,0.322,3.3,4.1,0.805,0.6087
John Stockton,304,1994-95,UTH,33.0,82,82.0,35.0,14.7,3.1,12.3,2.4,0.3,3.3,5.2,9.6,0.542,1.2,2.8,0.449,3.0,3.7,0.804,0.6546
John Stockton,304,1995-96,UTH,34.0,82,82.0,35.5,14.7,2.8,11.2,1.7,0.2,3.0,5.4,10.0,0.538,1.2,2.7,0.422,2.9,3.4,0.83,0.6394
John Stockton,304,1996-97,UTA,35.0,82,82.0,35.3,14.4,2.8,10.5,2.0,0.2,3.0,5.1,9.3,0.548,0.9,2.2,0.422,3.4,4.0,0.846,0.651
John Stockton,304,1997-98,UTA,36.0,64,64.0,29.0,12.0,2.6,8.5,1.4,0.2,2.5,4.2,8.0,0.528,0.6,1.4,0.429,3.0,3.6,0.827,0.626
John Stockton,304,1998-99,UTA,37.0,50,50.0,28.2,11.1,2.9,7.5,1.6,0.3,2.2,4.0,8.2,0.488,0.3,1.0,0.32,2.7,3.4,0.811,0.5724
John Stockton,304,1999-00,UTA,38.0,82,82.0,29.7,12.1,2.6,8.6,1.7,0.2,2.2,4.4,8.8,0.501,0.5,1.5,0.355,2.7,3.1,0.86,0.5952
John Stockton,304,2000-01,UTA,39.0,82,82.0,29.2,11.5,2.8,8.7,1.6,0.3,2.5,4.0,7.9,0.504,0.7,1.6,0.462,2.8,3.4,0.817,0.612
John Stockton,304,2001-02,UTA,40.0,82,82.0,31.3,13.4,3.2,8.2,1.9,0.3,2.5,4.9,9.5,0.517,0.3,1.0,0.321,3.4,3.9,0.857,0.5974
John Stockton,304,2002-03,UTA,41.0,82,82.0,27.7,10.8,2.5,7.7,1.7,0.2,2.2,3.8,7.8,0.483,0.4,1.0,0.363,2.9,3.5,0.826,0.5782
Isiah Thomas,78318,1981-82,DET,21.0,72,72.0,33.8,17.0,2.9,7.8,2.1,0.2,4.2,6.3,14.8,0.424,0.2,0.8,0.288,4.2,6.0,0.704,0.4874
Isiah Thomas,78318,1982-83,DET,22.0,81,81.0,38.2,22.9,4.0,7.8,2.5,0.4,4.0,9.0,19.0,0.472,0.4,1.5,0.288,4.5,6.4,0.71,0.5248
