nba_id,year,player_name,GamesPlayed,Minutes,Pos2,TeamAbbreviation,playoffs,TS_pct,d_Points_Per100,d_Points_PerGame,rTSPct,d_Points_Created_Per100,d_Points_Created_PerGame,dpm,o_dpm,d_Assists_Per100,d_Assists_PerGame,d_dpm,netrtg_on_off,PASSING_on-ball-time%,SFC_pct,playtype_diff,pt_adj_rTS
201142,2026,Kevin Durant,70,2557,SF,HOU,0,0.637,35.274,25.971,5.923,49.302,36.3,3.08,2.87,6.209,4.571,0.21,1.227,22.0,8.575,1.882,7.804
201566,2026,Russell Westbrook,64,1853,SG,SAC,0,0.527,25.013,15.172,-5.089,49.511,30.031,-2.96,-0.88,10.974,6.656,-2.09,-4.522,37.0,9.418,1.45,-3.638
201935,2026,James Harden,64,2242,SG,CLE,0,0.617,33.961,23.969,3.991,61.125,43.141,2.55,3.59,11.49,8.109,-1.05,-0.882,40.5,7.116,3.448,7.439
201939,2026,Stephen Curry,39,1222,PG,GSW,0,0.64,40.871,27.205,6.227,58.128,38.692,2.53,4.05,7.28,4.846,-1.52,2.576,28.4,10.54,1.489,7.717
202331,2026,Paul George,28,850,SF,PHI,0,0.561,26.471,16.393,-1.652,40.715,25.214,1.67,0.25,5.998,3.714,1.42,7.881,19.8,10.526,2.649,0.997
202691,2026,Klay Thompson,62,1343,SG,DAL,0,0.536,25.06,11.71,-4.143,31.653,14.79,-1.52,-0.9,2.9,1.355,-0.62,-0.198,8.0,9.832,1.331,-2.812
202695,2026,Kawhi Leonard,57,1831,SF,LAC,0,0.63,43.995,28.211,5.264,57.948,37.158,6.5,5.47,5.609,3.596,1.04,13.031,27.2,5.099,1.391,6.655
202710,2026,Jimmy Butler III,38,1182,SF,GSW,0,0.645,31.16,20.0,6.759,50.595,32.474,2.48,1.87,7.585,4.868,0.61,10.984,25.6,5.6,-0.813,5.947
203076,2026,Anthony Davis,20,626,C,WAS,0,0.55,31.404,20.35,-2.732,41.435,26.85,1.77,0.26,4.321,2.8,1.51,0.602,15.8,8.946,-1.426,-4.158
203110,2026,Draymond Green,60,1638,PF,GSW,0,0.536,15.027,8.45,-4.152,38.026,21.383,0.25,-2.1,9.514,5.35,2.36,-5.359,16.9,11.271,-0.93,-5.082
203507,2026,Giannis Antetokounmpo,36,1039,PF,MIL,0,0.657,46.773,27.583,7.929,71.597,42.222,5.16,3.75,9.232,5.444,1.41,14.157,32.8,8.211,-1.73,6.199
203954,2026,Joel Embiid,34,1057,C,PHI,0,0.61,41.747,26.853,3.205,57.202,36.794,3.27,2.58,6.264,4.029,0.69,9.253,17.9,7.621,-0.446,2.759
203999,2026,Nikola Jokić,59,2059,C,DEN,0,0.674,37.784,27.915,9.656,72.563,53.61,7.29,5.34,14.682,10.847,1.96,13.308,26.0,6.158,-0.595,9.061
1626164,2026,Devin Booker,57,1911,SG,PHX,0,0.577,36.667,25.474,-0.057,58.586,40.702,2.3,3.27,8.561,5.947,-0.97,5.81,30.1,10.748,2.208,2.151
1628378,2026,Donovan Mitchell,65,2180,PG,CLE,0,0.609,39.789,27.908,3.134,59.618,41.815,5.38,5.42,8.204,5.754,-0.04,6.528,31.5,10.669,1.586,4.72
1628983,2026,Shai Gilgeous-Alexander,62,2070,PG,OKC,0,0.664,44.697,31.403,8.694,68.388,48.048,6.11,5.33,9.366,6.581,0.78,7.675,37.4,8.587,2.567,11.26
1629029,2026,Luka Dončić,62,2229,SF,LAL,0,0.616,45.197,33.694,3.871,70.814,52.79,4.66,4.86,11.056,8.242,-0.21,5.456,41.6,6.256,2.52,6.391
1629630,2026,Ja Morant,20,568,PG,MEM,0,0.518,31.678,19.45,-5.954,62.948,38.65,1.02,1.56,13.111,8.05,-0.54,-0.509,43.6,8.756,2.119,-3.836
1630162,2026,Anthony Edwards,58,2061,SG,MIN,0,0.619,39.721,29.483,4.151,51.916,38.534,4.88,5.23,5.017,3.724,-0.35,-1.386,34.4,5.908,2.511,6.662
